Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,"704457699,4","764303120,5","825879877,4","917216011,3","893728643,5","974186761,5",1095902940,1237415147,1425020089,1659044432,1919496147,2270330158,2950257779,4227574234,5260730995,5789229539,6071574803,6702713784,8062400372,9719674880,12078880699,14363051878,15873552885,18001987657,19550103531,18555053067,18762738721,21606296346,26515373244,31392969307,38899863911,45473126682,52157482248,60644916395,73775659012,87891560102,96400967111,100163601638,85707550881,86285332762,95835970989,89285087395,91941791944,97002305536,114186643422,127417879443,147794117647,179981089531,192231202951,192406441416,236420337243,274065043106,286908399902,297941261088,
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,"25203524,03","28084252,76","28606411,4",,"50056882,82","40606712,05","55272108,84","84539332,28","74617096,48","83099107,91","93147039,25",111022090,"151270207,9","168715353,1","187313261,3","188446092,1","180219397,5","252806783,4","232306861,2","210737869,7","238606299,6","310684273,7","332286760,9","302515026,9","320355090,6","378778047,2","410923236,2","464756638,5","519334096,7","565163750,6","567919502,8","471177008,1","482214092,3","435101217,2",400464593,"341663053,7","332736306,5","375109694,5","413909879,3","456735444,9","516209150,3","608292551,8","597765363,1","681587104,8","868574141,2","989911515,9",1096396927,
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,"322009478,1","327834752,4","342721625,6",348546926,"371848127,8","359379856,2","375479849,8",348795303,329860135,"408690163,3","434410366,4",419549387,"465381103,6","575230251,3","648590625,9","679335916,4","594895649,2","691777759,3","960728331,3",1109374711,1100685875,1114830500,1295361912,"995104288,4",1087471849,"856890497,1","490181456,6","701307601,9",1055083946,"932974412,4","649644826,8","779981538,1","679997997,6","768812334,8","911915970,7","870758739,4","941742152,7","850218033,6","672375927,3","669384768,9","635874002,2",1079478388,1239004288,1371442566,1431208677,1627853086,1887429110,2158653216,2505620416,2453972925,2578159496,2925391430,3529350504,4136280752,
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,"877719961,6","929520025,6","976199987,2",1009760051,1049400013,1132920013,1186119987,1263720038,1442319974,1665879962,1884120064,2328280064,2941640090,3127959962,3463639859,3573959885,3437200179,3399189150,3506347772,3661683396,3800368587,3771663198,3958045811,4189880000,4372215335,4800900000,5311000000,5954700000,6938000000,8085600000,9500500000,10315500000,11134700000,12008400000,12464700000,13134100000,13812700000,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000,23813600000,24259100000,
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"853373879,7","773907642,4","815205233,1","879957209,9",1122981525,1317357835,1375416604,1469075398,1687653983,1899809580,,,,,,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,"180460950,4","191660990,9","203533070,7",216147150,"229531201,9","243725900,2","257375899,4","271781889,3","286719887,9","300230021,5","316147885,3",331104597,"416940946,6","507028439,3","467577426,6","710850217,9",807275799,"498550866,2","564986077,5",590419864,"603592653,9","699112246,5","774419565,9",733901342,"788307226,8",876404615,"930318731,6",1009792743,1038291312,1092393020,917044254,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24147996550,18284194680,18409364147,6540247190,12267175481,16116843146,21188704081,24861483281,26252007830,30607991862,40289556656,49259526053,42616653300,39368633038,46462547041,40791444603,45519650911,
Sub-Saharan Africa (developing only),SSA,GDP (current US$),NY.GDP.MKTP.CD,29724158981,30858661198,33468032418,38404447998,37404206875,41623638925,44938348558,44355504327,47456906315,54417193392,64064974812,65117159247,73479219574,94070797972,122647135190,135102056658,146980909283,161466065678,180388149139,215748723927,271537895301,272966111529,255378374186,237861236359,226566695776,211240336024,233420911054,276041700579,290350247339,301495013787,303107534141,311565429143,306528514747,290674321787,283321886995,328270253132,340178193091,351724925247,331666256245,333040208366,356678541133,330738167961,352248103888,448521843968,556616204195,650336026840,761249935968,885146981635,1007623870584,964296031126,1301851786495,1459503855876,1527274612555,1612862847736,
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15550136279,12231362023,15728045817,18831595688,10368813559,11804406780,
Sub-Saharan Africa (all income levels),SSF,GDP (current US$),NY.GDP.MKTP.CD,29716076333,30850270054,33458931729,38394428766,37396904709,41673193295,44990943469,44412089709,47506300610,54462310401,64103604139,65153629858,73511501501,94109234248,122684025217,135143340714,147014744045,161492139309,180417278318,215783563152,271581743393,272994660984,255415650047,237899345535,226611495809,211298280830,233492930083,276129916998,290445434042,301577691028,303214086402,311670589886,306657703858,290805167588,283417506493,328406188169,340404837506,352161990063,332031800761,333657077423,357721390162,332198087496,354054415536,451006678781,561031674629,658569503675,769345452286,895366702771,1023097945833,973756547591,1313576200670,1475356381435,1543903374326,1628604422995,
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,2901686781,3154446383,3341909440,3516350399,3863843947,4212150468,4553175892,4891993901,4915894996,5372231642,5915377942,6521139469,7531466789,8939768529,12333501601,14753382248,16115595417,17757271121,18281450947,21683605471,26892270586,27673150819,28654412299,29182238033,28185375863,27082676126,27003704904,29944695916,33035678010,34510276299,40284114156,40847806368,42476853597,42241908301,44460642686,49422447657,52966411825,55900121725,56340830695,59872709320,63959633934,64341153225,67007595144,78258621472,91192324570,105035525138,114911841871,130853757134,152901921673,130375176027,147766672465,168166250074,169029044399,173269710559,
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76709304,53","76553443,39","84617970,67","101315399,6","110723361,8","123258507,1","135181861,9","144259256,6","183464986,4","196473838,9","201037916,6","248286778,2","263328450,3","310684635,7",
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,93850000,98400000,103500000,110000000,120850000,138650000,171100000,198450000,220600000,233450000,247150000,270650000,287600000,305300000,368600000,465000000,505500000,641000000,735500000,783000000,794900000,889050000,915150000,883600000,864150000,873250000,891000000,979850000,1160900000,542520000,388300000,448300000,404600000,"428794117,6","605492537,3","693970588,2","860630922,7",929607500,945000000,885444186,"892164393,9","763465550,5",1078402128,1271196078,1484092538,1793557833,2626093294,2936612022,3532969035,3875409836,4368398048,4423194614,5013030303,5298787879,
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12694544693,14213045494,15431288006,16452201101,20079363626,25733043137,27821913815,27658295004,29821795503,30409021948,29110067256,30699979418,35144769433,46810992099,57329422647,62676556398,70450243382,86030964960,99832535521,88634272020,89011919205,97525386433,92746685083,97707323420,
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21274122282,21478225398,20749932683,22123896860,22689556845,20341391806,20875944894,23563028319,29698471223,34470563470,36344911638,39585411480,48114688201,55589849128,50244793832,47972988742,51248860578,46262305281,47987303638,
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,14842870293,16147160123,17511477311,18954132366,21137242561,23260320646,25302033132,27463409202,29143383491,31649203886,37555366021,40980345656,48263914959,58567384059,65082581295,81716751698,88102107647,93136775103,102969762222,121646718574,140088635568,127858412114,112767844571,103533702639,107661673735,112514448262,148376104540,180429286796,204068257818,214875344910,258154283909,270362531377,280312318915,209950792713,226079963712,264051981551,288103936773,264477727279,266800462899,270847937645,259802012617,239917320967,263926220333,331108912605,381705944707,389042905733,420029322675,487818493602,513965715632,429655957162,488377689565,563109663291,543880647757,579679985303,
Swaziland,SWZ,GDP (current US$),NY.GDP.MKTP.CD,"35076845,98","43026042,81","45927961,65","54129438,37","64980554,03","70279971,92","76859969,29","74759970,13","79799968,11","105419957,9","112139955,2","136462080,9","146740389,9","221915096,2","264320939,6","288299883,9","272549999,8","304059999,7","340629999,7","412094078,1","542007473,1","571514416,3","537568142,1","555336145,9","494483241,4","361012319,1",449140384,"584125996,6","692026606,9","696921409,5",1114694112,1156135718,1284759852,1357189725,1419294121,1698989464,1602741772,1716714194,1576908809,1547888454,1524490159,1349326983,1224220675,1854020496,2420610579,2584077931,2947922183,3053823329,3019770680,3144680749,3891563478,4145772237,4049589166,3791304348,
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,"12012025,25","11592024,36","12642026,57","13923029,26","15393032,35","15603032,8","16443034,56","16632032,81","16074027,35","16452027,99","18432031,36","21965951,72","30645121,01","36896278,22","43134498,69","47803145,96","49278979,55","64526398,66","85552369,91","127261099,2","147357222,8",154902869,"147912069,8","146712850,5",151313242,"168887539,1","207850623,6","249267034,8","283828775,2","304832867,4","368584758,9","374358966,3","433660138,2","473913770,7",486445592,"508213503,9","503060037,1","562954169,8","608358684,5","622975776,4","614877971,2","622257630,8","697514005,4","705702638,2","916940120,7","916940120,7",1019679310,1018943342,"962313214,1","847424851,5",973355738,1059593023,1032199341,1443345214,
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,"857704420,5",945244981,1110565862,1200447418,1339494289,1472036544,1342287560,1580229793,1753746377,2245011583,2140383710,2589851698,3059682165,3239488092,5159557171,6826980768,7633528922,7696011371,9275203109,9929682189,13062421028,15518199245,16298905403,17589184546,17503082977,16403544517,13293209274,11356215714,10577042354,9853396225,12308624284,12981833333,13253565901,13695962017,10122020000,11396706587,13789560878,14505233970,15200846139,15873875969,19325894913,21099833784,21582248882,21828144686,25086930693,28858965517,33332844575,40405006007,,,,,,,
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,"313582727,6","333975336,6","357635713,9","371767002,7","392247517,6",416926303,"432794922,5",449826323,"453980096,7","471635620,9","469266736,6","501866730,7","585427545,7","647199482,8","652532796,1","864602103,3",866044961,"935360466,4",1113920123,1004316495,1033002402,"876937559,7","834369860,4",832415806,"919103735,3",1033069710,1067828247,1163426851,1482597299,1433686310,1738605558,1877137983,1881847671,1463251161,1179837964,1445919895,1607345355,1544689576,1744794532,1534673504,1385058212,1709347777,1987622269,2736666451,4414929142,6646663021,7422102520,8638711757,10351933632,9253484290,10657705072,12156380062,12887072082,13513552425,
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,"121128072,4","126396468,7","132237468,1","143255813,5","166104078,4","187300310,2","216136231,8",231706440,"241956916,8","267732472,6","253976592,1","286537570,2","335677600,3","406479936,9",560437818,"617321668,3","619375148,8","777435062,8","824263986,7","891775721,1",1136409054,"962347169,1","821652037,1","765746518,2","718149015,8",762359786,1060911724,1249099286,1378847400,1352949665,1628427588,1602299813,1692959106,1233496936,"982624332,1",1309382817,1465448204,1498950970,1587346019,1576094485,1294250280,1332328986,1474630199,1673690390,1937074538,2115154090,2202809211,2523462649,3163416556,3163000591,3172945506,3756023048,3915754216,4338575824,
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2760750921,3034037872,3308912930,3540403470,3889130442,4388937645,5279230812,5638461437,6081009422,6695336561,7086538431,7375000024,8177872958,10838593717,13702998648,14882770239,16985208712,19779312336,24006567108,27371650353,32353514502,34846038518,36589772337,40042798315,41797647303,38900711298,43096774497,50535445680,61667254411,72250747142,85343189321,98234713408,111452745856,125010690988,144308067331,168018557309,181947631898,150891449496,111859654863,122629741698,122725247706,115536405150,126876918690,142640079033,161339790595,176351948404,207088828467,246976870173,272577799257,263711244889,318907930076,345672232116,365965815820,387252164291,
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629395066,2535545389,1909246641,1646693875,1346074461,1231523105,1043893063,"921843115,8",1320126665,1086567368,"860550294,3",1080774006,1221113795,1554125543,2076148710,2312319579,2830236054,3719497371,5161336170,4979481980,5642178580,6522732203,7633049792,8508103456,
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368660561,2988678841,3049945191,3232066837,3197224007,3200539816,3179225949,2561118608,2482228440,2379281768,2450084970,2605688065,2450686660,2904662605,3534771969,4462028989,5977440583,6838351088,8104355717,10277598152,12664165103,19271523179,20214385965,22148070175,29233333333,35164210526,41850877193,
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368000000,452000000,444000000,453000000,466000000,491000000,463000000,559000000,694000000,818000000,934000000,1123000000,1270000000,,
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,"32506767,9","30036429,18","34139376,8","41567471,67","44667002,01","53260077,43","62242013,33","62068161,07","60863963,96","64248354,54","60058663,31","68195855,61","81667133,45","106657267,4",106344855,"113563821,6","132201141,4","137066290,6","138489884,4",193775943,"202547013,9","219583570,1","212155124,7","188686997,3","194669501,6","188623258,5","167042880,1",181801947,"208098551,9","240794581,2","264812953,8","295998379,1","301064027,1","346850175,9","318522296,1","369212477,5","423038016,9","471575497,3","466259084,1",
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,"535673245,3","584964613,1","619322801,8","678239320,3","711897510,7","736573148,7","723739847,7","761981451,3",758899950,779200000,821850000,"896763407,3",1083392307,1308786064,2042002018,2442667525,2500420785,3138666542,3562333317,4602416442,6235874752,6849166228,7989791266,7799749648,7756166525,7375999734,4794361294,4797750183,4496806452,4323035506,5068070424,5362823412,5532117365,4584646138,4947205983,5329214155,5759537844,5737751321,6043710219,6808976096,8154315702,8824873156,9008273516,11235960528,12884712296,16088526686,18460889363,21830397705,28165793618,19332270662,20758191858,23676348287,23436342520,24640839008,
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,991047619,1040952381,1085714286,1214666667,1289904762,1439238095,1685152605,2237570219,2730787476,3545852329,4328933304,4508139372,5109919571,5968474422,7188899277,8743054698,8428513568,8133538743,8350545840,8254573073,8410185740,9017795297,9696739314,10096292842,10101862386,12290568182,13074782609,15497286296,14608946896,15632463424,18030876599,19587322786,20746360430,21803372267,22943685719,21473188882,22066101341,23141757278,27453084983,31183139301,32282960678,34378437265,38920218579,44856586316,43454935940,44426016487,45950845291,45238619630,46993598818,
Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,13995124517,8017479300,8919043233,10351885922,11172953078,11945722167,14119135233,15664673411,17500000000,19466666667,17086956522,16256619964,20431095406,25724381625,35599913836,44633707243,51280134554,58676813687,65147022486,89394085658,68789289566,71040020140,64546332581,61678280115,59989909458,67234948265,75728009963,87172789528,90852814005,107143348667,150676291094,151041248184,159095003188,180422294772,130690172297,169485941048,181475555283,189834649111,269287100727,249751469771,266567532726,196005289695,232534560442,303005303082,392166275595,482979839089,530900094645,647155131936,730337495736,614553921806,731168051903,774754155284,788863301670,822135183160,
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8824746,238","9365488,115","9742603,634","9631024,916","10887216,91","11025679,51","12335200,16","12701093,97","12757405,79","13686699,57","13741844,59","13196254,87","15451309,04","18230911,04","21535683,88","21839543,63","22903319,5","27030996,03","30290770,26","27101312,79","31824701,28","39313508,69","39875708,12","38322359,53",
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100405344,4420167589,4258742899,4956587902,4601413521,4257702021,4510847189,5255221044,6496195824,7683852497,9345174102,9697847589,10185786171,10383560998,10805600069,11659129815,12825801917,14141916592,14331231239,16825547176,20715086119,21368165683,22915004589,23874165024,28248632096,33225037490,
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,"423145688,9",441667041,"449158317,3","516315650,9","589247477,6","884502338,7","925381522,4","967240686,6",1037379286,1168556667,1259554850,1417191702,1490970307,1701817912,2098945010,2359555556,2447300000,2936470588,2420260870,2139025000,1244610000,1337300000,2177500000,2240333333,3615647464,3519695203,3923244143,6269521859,6508931651,5276480933,4304399516,3321729208,2857457786,3220439178,3990430537,5755818793,6044585327,6269333313,6584815847,5998563258,6193246632,5840503703,6178563467,6336696289,7940362663,9013834490,9942597753,12292813800,14239026768,14824492062,16030996179,15493320082,20040545045,21493615478,
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,64087694038,74703517903,82707004266,81456431292,77464043753,73942294099,65648559195,52549555010,48213868185,44558077827,50150399813,41883241480,31580639053,31261527363,38009344577,42392896031,50132953288,64883060726,86142018069,107753069307,142719009901,179992405832,117227769792,136419300368,163421733019,176603428857,177430609756,
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,173320696605,157252635526,165312395530,172539154712,195121953434,217577957945,238939312709,242265657915,254963247935,285201987694,312144328147,341638402396,390840925691,507262410089,649767594560,716095717961,776765463408,866934993071,929002835516,1129165156405,1291425927284,1404382187104,1384399260062,1359568007121,1396236590462,1474717310714,1539316021871,1542832868803,1696491460551,1841122291815,2167930977581,2250440630531,2427148720764,2703382180385,3066100912464,3457504450474,3796590184405,4060202736465,4129664242915,3971992167028,4322912731390,4331461021487,4291300017204,4787225988934,5660696776149,6739997663064,7919787769695,9765358718577,11872320857584,11738974642494,14103176264779,16513752162805,17492391500006,18687365790576,
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1243993170,1549623550,1709221318,1538971681,1974511146,1889185075,1808775748,1598149807,1593701209,2004342742,2137241935,2807342742,2189502775,3964295673,4090252474,3538292267,3667161241,4114664911,4910255623,7181180175,10163020116,11048335541,9178802451,5102281489,4850241442,4732017873,5880112947,7367494222,8213515459,8438951476,9298839655,11206193313,12878157306,15002144584,17474578502,19297663097,20515465834,23969746851,25385928196,23983945191,22823255806,20898788420,13606494599,12045627411,13686333822,17362872704,19579479148,23410536927,30366148181,30461322498,38881102100,47236710628,50004354647,55707944622,
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,543300000000,563300000000,605100000000,638600000000,685800000000,743700000000,815000000000,861700000000,942500000000,1019900000000,1075900000000,1167800000000,1282400000000,1428500000000,1548800000000,1688900000000,1877600000000,2086000000000,2356600000000,2632100000000,2862500000000,3211000000000,3345000000000,3638100000000,4040700000000,4346700000000,4590200000000,4870200000000,5252600000000,5657700000000,5979600000000,6174000000000,6539300000000,6878700000000,7308800000000,7664100000000,8100200000000,8608500000000,9089200000000,9660600000000,10284800000000,10621800000000,10977500000000,11510700000000,12274900000000,13093700000000,13855900000000,14477600000000,14718600000000,14418700000000,14964400000000,15517900000000,16163200000000,16768100000000,
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13360607991,13800157749,12953800571,13099928532,12899074347,13350461533,13948892216,14744603774,14988971211,17078465982,13760374488,11401351420,9687951055,10128112401,12030023548,14307509839,17030896203,22311393928,27934030937,32816828373,39332770929,45324319955,51183443225,56795656325,
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,"13066633,83","13999964,81","14524963,49","13708298,88","14758296,24","15108295,36","16099959,54","15835088,4",15350000,16650000,18450000,"20051648,11","27585488,22","30165373,24","32924215,75","33237164,06","32792479,98","36537036,39","46599999,18","54511110,15","60307406,34","74799998,68","85448146,64","94044442,78","103499998,2","112881479,5","127974071,8","142329627,1","164574071,2","177296293,2","198207403,9","212492588,8","233188884,8","238774069,9","243255551,3","266481476,8","281518513,5","293070365,2","317851809,2","331866660,8","396261363,4","430039288,7","461883436,3","481806287,8","521975101,9","550728656,9","610778285,5",684049037,"695428851,9","674922481,5",681225963,676406963,"693304481,5","709358185,2",
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,8607600069,8923366628,9873397859,10663375514,9113580696,9602944668,10096574670,10472776744,11470909285,11927570677,12993115056,14471557938,15922867181,19445932860,29087099933,31413164179,36272315695,42337056975,46507640231,55750554789,67135122864,75498829319,76693647866,78586503426,55952339080,57935742247,58915108094,45343793676,58428404474,42142303739,47027508385,51734363024,58470358476,58107555298,56529904239,74888742184,68258588863,85837385779,91338542542,97974136437,117147614566,122909734601,92889586976,83622191419,112451400423,145513489652,183477522124,230364229157,315600372613,329419189567,393801556872,316482176579,381286223859,438283564815,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,24200000,25700000,36900000,41400000,53800000,66500000,84100000,115400000,173800000,211300000,219000000,257000000,307100000,351600000,395400000,399800000,440000000,461800000,512900000,606700032,727800000,821800000,832600000,916899968,985400000,990400000,1035600000,1147800064,1204600064,1343900032,1564700032,1671200000,1770899968,1996000000,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,14094688430,26336617862,36658108169,25423812494,6293304847,6471740486,9613369554,9866990096,13180954014,16286434094,20736163915,24657470332,26843701137,27209601996,28683658005,33640085728,35291349277,37947904054,42717072778,49424107710,57633255739,66371664817,77414425532,99130304099,106014600964,115931749905,135539487317,155820001920,171390003299,
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,"119258829,7","113423181,6","98746409,44","98144643,71","110123776,8","135553759,4","123698508,8","118691400,8","130834146,2","148545377,9","144482170,5","158397406,3","188869985,2",196142588,"188080372,4","219260343,3","233902114,7","245177629,3","255890215,7",262301249,"267999225,3","272014693,1","257926881,7","262603781,8",314463144,"364996869,1","394962552,3","437072933,9","526425740,4","607983815,3","610075806,7","700804286,2","792149700,7","781702874,1","828237181,1",
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2842261249,3281382697,3407783959,3760126840,4067692861,4271509596,4316456403,4007793546,3557451047,3959278955,4327268305,4834276371,4914728157,5508346521,6673500000,7268200000,8913100000,10465400000,11262141134,,
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1368724087042,1424111590471,1529120013231,1645228204044,1802868086107,1963996197708,2129949355143,2266138639356,2444239853755,2691569053066,2954200298961,3262563527663,3761789122564,4582953575789,5286058322172,5892063053532,6409316270806,7247798087944,8533619533280,9914107353603,11160862487687,11448494304350,11346285912172,11600153941271,12038443031722,12656451151266,14978315943134,17039086362685,19075794154721,20018962922655,22519258903709,23641409950599,25308691489793,25742585494456,27689225748209,30642825528680,31301153604664,31213034941087,31089451464499,32240887780829,33284011609138,33086733375159,34334649308100,38560126406383,43411853649216,46964572241580,50880052935765,57327852313281,62857999144162,59539280829015,65216843712977,72139587333087,73514223629332,75592940968183,
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,"121218640,6","111860659,9","109200344,9","95573449,38","100949655,9","111716548,6","133016065,7","122888610,4","125766270,9","125597203,4","132303037,1","133122893,1","221098106,5","224865731,4","249907893,8","285475620,9",269485285,"258831775,4","269019710,3","273088357,2","288075318,9","338836026,4","420318071,9","462644663,1","508505414,4","550967295,3","644145158,4","562357861,8",643059403,"737053938,9","801803524,5","801916057,6",
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5647251908,5930370370,6463649985,5368270615,4167356037,4258788725,5785685311,6839039030,6325219773,7641101221,9636342275,9854042165,10693278292,11777768087,13873500888,16753787028,19081726103,25633674564,30397203369,27838718233,31743751169,29207296703,31992801303,35954502304,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,7363240498,7742786646,8269859555,9175047814,10071641615,11002595323,11995195207,13382594792,14475993795,16315592920,17907392984,19764631601,20753098390,28445480946,35728950461,36947551401,35475199969,39400150196,45328400536,55936738624,80543504085,86830012451,80086547266,86013096914,85171208712,67066232230,79501624628,104022118652,114631068115,124908313667,112013934440,120225332351,130513031860,130405965476,135777918778,151113087810,143731991365,148814165960,134295554247,133183581576,132877640153,118478986834,111100858130,168219325184,219092936699,247051562311,261007039379,286171830700,273141750193,284183101100,365208432989,403894316555,382337636448,350630133297,
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404132,3086746936,3779841410,6213185774,2881545277,4043901724,4532660145,3384063360,3909780525,5032434971,4877684933,5594770352,6173712809,7870239464,9596960174,10237343153,9648583220,12344424776,15372607995,15068422242,14394927493,12537821040,13651667371,11006712649,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9087965282,8206227134,10707792340,5820382248,5643439376,5771454940,6090840548,6215591270,4711259427,19088046306,7438044091,8728038480,8937556125,10297481446,11964484458,14296505933,16364027647,19206015305,18262675199,21561941369,25835398967,29306222816,32690896873,
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,"698739720,8","682359727,3","679279728,6","704339718,5","822639671,3",1061199576,1238999505,1340639464,1573739371,1926399230,1788779285,1653259341,1872416680,2434255237,2910981262,2442672141,2742859263,2515296940,2811032473,3353445378,3884530854,4008126497,3871117093,3321048451,2719518933,2252454500,1664413508,2265250972,3728878149,3994673161,3288381797,3376791492,3182810895,3273507754,3656808233,3806982679,3597220962,4303290117,3537741625,3404284653,3600631919,4094441301,4193850445,4901869716,6221109716,8331863990,12756957884,14056878376,17911046609,15328314220,20265396326,23731894786,24939543374,26820870559,
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1052990400,1096646600,1117601600,1159511700,1217138000,1311435800,1281749500,1397002000,1479599900,1747998800,1884206300,2178716300,2677729400,3309353600,3982161400,4371300700,4318372000,4364382100,4351600500,5177459400,6678868200,8011373800,8539700700,7764067000,6352125900,5637259300,6217523700,6741215100,7814784100,8286322700,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8157077400,9456808200,10956226600,12472416700,13490000000,
