From row/To column;AFG;ALB;DZA;ASM;AND;AGO;AIA;ATG;ARG;ARM;ABW;AUS;AUT;AZE;BHS;BHR;BGD;BRB;BLR;BEL;BLZ;BEN;BMU;BTN;BOL;BIH;BWA;BRA;BRN;BGR;BFA;BDI;KHM;CMR;CAN;CPV;CYM;CAF;TCD;CHI;CHL;CHN;COL;COM;COD;COG;COK;CRI;CIV;HRV;CUB;CYP;CZE;DNK;DJI;DMA;DOM;ECU;EGY;SLV;GNQ;ERI;EST;ETH;FRO;FLK;FJI;FIN;FRA;GUF;PYF;GAB;GMB;GEO;DEU;GHA;GIB;GRC;GRL;GRD;GLP;GUM;GTM;GIN;GNB;GUY;HTI;HND;HKG;HUN;ISL;IND;IDN;IRN;IRQ;IRL;IMY;ISR;ITA;JAM;JPN;JOR;KAZ;KEN;KIR;PRK;KOR;KSV;KWT;KGZ;LAO;LVA;LBN;LSO;LBR;LBY;LIE;LTU;LUX;MAC;MKD;MDG;MWI;MYS;MDV;MLI;MLT;MHL;MTQ;MRT;MUS;MYT;MEX;FSM;MDA;MCO;MNG;MNE;MSR;MAR;MOZ;MMR;NAM;NRU;NPL;NLD;ANT;NCL;NZL;NIC;NER;NGA;NIU;NFK;MNP;NOR;OMN;PAK;PLW;PAN;PNG;PRY;PER;PHL;POL;PRT;PRI;QAT;REU;ROM;RUS;RWA;SHN;SPM;WSM;SMR;STP;SAU;SEN;SRB;SCG;SYC;SLE;SGP;SVK;SVN;SLB;SOM;ZAF;ESP;LKA;KNA;LCA;VCT;SDN;SUR;SWZ;SWE;CHE;SYR;TWN;TJK;TZA;THA;TLS;TGO;TKL;TON;TTO;TUN;TUR;TKM;TCA;TUV;UGA;UKR;ARE;GBR;USA;URY;UZB;VUT;VEN;VNM;VIR;VGB;WLF;PSE;YEM;ZMB;ZWE
MTQ;0;0;0;0;0;1;2;2;40;0;12;0;0;0;4;0;0;21;0;0;0;0;0;0;8;3;0;0;0;0;0;0;0;16;10;0;0;0;5;0;0;0;35;0;0;0;0;0;0;0;38;0;0;34;0;11;375;13;0;0;0;0;0;0;0;0;2;94;1097;2818;43;0;0;0;0;0;0;0;0;8;2;4;0;0;0;28;19;0;0;0;0;0;0;0;0;22;0;0;0;6;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;4;0;12;0;0;0;0;0;0;0;0;13;0;0;0;4;0;0;0;0;0;0;0;0;0;0;31;2311;1;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;2;106;0;245;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;2;598;0;4;38;4;13;0;6;159;0;0;0;0;83;0;0;0;0;0;118;0;0;0;2;0;0;0;0;12343;4;32;0;0;207;0;86;2;0;0;10;0;0
MRT;0;0;2;0;0;0;0;0;0;0;0;2;15;0;0;0;1;0;0;27;0;106;0;0;0;0;0;0;0;1;97;0;0;187;60;42;0;6;0;0;0;0;0;0;1080;334;0;0;3903;0;0;0;0;0;0;0;0;0;216;0;0;12;0;178;0;0;0;0;591;0;0;67;1730;0;118;152;0;59;0;0;0;0;0;262;84;0;0;0;3;5;0;155;2;0;0;1;0;0;129;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;19672;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;6;149;1785;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11744;0;1;58;111;0;0;0;0;18;1;0;0;0;0;0;45;0;0;5;21;0;0;0;0;0;0;121;0;0;0;8;0;0;0;0;2;0;0;103;48;0;0;0;0;0;0;0;0;0;0;0;6
MUS;2;0;0;0;0;20;0;0;0;0;0;3173;31;0;0;0;21;0;0;59;0;1;0;0;0;0;6;0;0;0;0;0;0;0;491;0;0;0;0;0;0;0;0;0;49;0;0;0;4;0;2;3;0;0;0;0;4;0;0;0;0;0;0;8;0;0;18;3;3210;1;101;0;0;0;250;3;0;125;0;0;4;63;0;0;0;0;0;0;5;12;0;300;0;0;0;8;0;0;269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;3;0;1;0;159;0;0;0;0;0;11;0;0;0;2;15;0;2;0;0;0;0;0;0;4;8;8;0;0;115;105;0;0;17;0;0;0;17;0;155;0;0;43;0;0;0;0;3;0;0;811;0;0;0;0;0;0;0;0;0;0;0;7;2;2;0;0;0;0;0;3279;0;0;0;0;0;7;0;11;27;43;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;561;180;0;0;2;0;0;0;0;0;0;0;4;4185
MYT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MEX;1;0;0;0;0;0;0;6;152;0;10;5;1583;0;20;0;6;5;0;159;2558;0;141;0;2921;0;0;515;3;5;0;1;136;135;64961;0;0;0;23;0;313;5;929;2;14;0;0;518;0;20;1218;6;0;20;3;2;582;45;13;883;0;5;0;0;0;0;2;21;232;0;0;0;0;0;242;0;0;16;43;2;2;79;3487;0;0;100;5;239;0;176;0;374;3;0;0;13;0;7;1989;3;31;7;0;226;0;0;21;0;0;0;0;0;0;1;0;8;1;0;3;0;1;0;2;124;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;6;1;0;2;0;32;0;4;589;2;5;0;0;0;50;0;46;0;768;0;569;560;27;0;1;332;0;0;0;0;0;0;2;0;0;0;0;0;0;6;0;0;69;0;6;0;8;56;5768;0;0;2;0;105;32;0;130;3;1;0;0;716;0;0;3;0;0;55;0;2;0;0;0;0;0;0;4;936424;115;0;0;1525;0;35;0;0;0;4;0;0
FSM;0;0;0;5;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;186;0;0;0;0;0;0;0;48;0;0;4;0;0;0;23;0;0;0;0;0;0;0;0;0;5;33;0;0;0;0;0;995;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;4;5;0;0;0;0;0;359;0;0;3;142;0;9;0;0;16;0;0;3;0;0;0;0;1;0;0;27;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0
MDA;0;6;3;0;0;1;0;0;25;0;0;998;38;1480;0;0;0;0;0;131;0;0;3;0;0;0;0;19;0;513;0;0;2;0;2568;0;0;0;0;0;4;5;1;0;9;0;0;0;1;77;0;31;309;40;0;0;2;0;8;0;0;0;0;0;0;0;2;18;563;0;0;0;0;1908;633;2;0;91;0;0;0;1;0;9;0;0;0;0;43;3796;0;31;0;0;28;32;0;5369;189;0;0;5;20456;0;0;0;2;0;6;0;0;0;34;0;0;10;0;1338;3;0;1;0;0;0;0;8;3;0;0;0;0;0;42;1;0;0;0;0;0;0;0;0;0;0;0;26;0;0;10;0;3;5;0;0;0;4;0;4;0;0;0;1;0;2;3711;0;0;181;0;118658;111747;0;0;0;0;0;0;2;0;0;6;0;1;0;122;10;0;0;75;12;0;0;0;0;0;0;0;24;16;9;0;0;0;0;0;4;0;0;0;0;740;0;0;0;0;153206;1;442;18956;4;4453;0;1;0;0;0;0;97;57;0;4
MCO;0;0;4;0;0;3;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;25;0;0;0;0;0;0;0;0;1;233;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2408;5;0;0;0;0;0;0;0;3;19;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;215;2;0;0;0;0;0;0;0;0;0;0;0;0
MNG;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;18;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1828;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;16;0;0
MNE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MSR;0;0;0;0;0;0;5;403;0;0;16;2;0;0;3;0;0;40;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;30;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;52;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;14;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;317;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;358;0;0;0;2;0;0;0;0;1;16;0;0;0;0;0;115;76;0;0;0;0;0
MAR;19;0;85251;0;53;0;0;1;232;0;3;303;1724;0;6;14;50;0;0;40107;0;15;1;0;9;16;0;319;0;20;173;3;7;218;3302;0;0;0;6;0;46;10;42;0;44;0;0;0;41;0;32;50;1;13;12;0;22;11;1748;5;0;0;0;7;0;0;2;63;294994;101;152;0;0;0;11846;121;2376;7525;0;0;206;7;2;0;0;5;0;0;84;167;0;6108;4;3;465;213;0;226971;14158;0;3;66;0;0;0;1;0;0;63;0;0;0;1433;0;0;736;3;0;74;0;27;0;0;4;0;26;0;0;180;195;0;1;85;2;0;165;0;0;0;0;0;7;0;0;18;15355;11;11;15;5;0;186;0;0;0;450;29;373;0;9;4;8;61;2;1;165;5;7656;219;0;0;0;0;0;0;1;0;1060;3033;0;151;0;31;2;0;0;0;0;35;42164;1;0;0;0;7553;0;0;761;2255;89;0;0;1;0;0;1;0;0;9;1964;4364;0;0;0;22;0;80;15743;1943;27;0;0;1573;0;0;0;0;15635;5604;0;202
MOZ;1;0;0;0;0;934;0;0;86;0;0;70;9;0;0;0;11;0;0;16;0;12;0;0;3;2;488;162;0;0;1;72;3;32;212;0;0;1;163;0;0;5;11;2;227;3;0;0;34;0;0;4;0;2;255;0;4;4;15;0;0;723;0;37;0;0;0;8;8328;10;0;2;1;0;69;26;0;34;0;0;0;2;0;0;0;2;0;0;44;12;0;241;0;0;0;20;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;376;0;0;0;0;9;0;3;0;205837;1;0;6;0;0;1;0;38;28;11;0;0;4;0;0;0;0;0;0;331;0;4;0;0;3;14;2;0;157;0;0;0;7;0;80;0;0;0;3;32;0;0;20564;0;0;44;0;0;0;0;0;0;0;309;0;1;0;18;142;19;0;0;0;0;1060;119683;0;0;0;0;0;13458;0;4855;70;12;0;0;0;128668;0;0;0;0;0;0;0;0;0;0;0;627;0;0;1454;147;10;0;0;29;0;0;0;0;0;0;10800;116161
MMR;465;0;0;0;0;2;0;0;3;0;0;2527;4;0;0;0;560;0;0;2;0;0;0;9;0;0;0;0;10;0;0;2;235;1;499;0;0;0;2;0;0;10;0;0;96;0;0;0;0;0;0;0;0;14;0;0;2;0;2;0;0;0;0;2;0;0;16;2;199;0;0;0;0;0;7;4;0;0;0;0;0;27;0;0;0;0;0;0;8;8;0;139410;3373;0;60;8;0;5;6;0;94;7;0;153;0;1;0;0;0;0;372;0;0;0;2;0;0;0;1;5;0;10;0;348;17;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;5;6353;0;0;3;395;0;2;4;0;0;0;7;0;12418;0;0;51;0;0;1217;0;3;0;0;0;0;0;4;0;0;0;0;0;0;0;0;3;0;2;195;0;0;0;1;190;0;31;0;0;0;10;0;2;45;3;0;0;0;11;10728;0;3;0;0;0;0;1;0;0;0;3;0;0;13705;562;0;0;8;0;23;0;0;0;0;15;3;32
NAM;1;0;0;0;0;317;0;0;0;0;0;66;0;0;0;0;3;0;0;0;0;0;0;0;0;0;25;1;0;0;0;0;0;0;69;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;140;0;0;0;0;0;2;0;0;0;0;0;2;2;0;0;0;0;0;0;5;6;0;325;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;2;0;0;0;0;0;0;53;0;0;0;0;0;3;0;2;0;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;2;13;0;0;3;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;34090;0;0;0;0;0;38;0;99;1;0;0;0;0;18;0;0;0;0;0;0;1;0;0;0;0;2;0;0;194;51;0;0;0;0;0;0;0;0;0;0;1206;272
NRU;0;0;0;0;0;0;0;0;1;0;0;264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;13;0;0;4;0;0;0;0;0;0;0;0;1
NPL;1767;0;0;0;0;0;0;0;1;0;3;17;6;0;0;0;3013;0;0;4;0;0;0;198;0;0;0;0;9;0;0;8;207;5;153;0;0;0;7;0;0;26;0;0;0;0;0;0;5;0;49;0;0;0;1;0;3;0;1;0;0;4;0;0;0;0;2;0;7;0;0;0;0;0;11;53;0;1;0;0;1;3;0;2;0;0;0;0;3;11;0;523992;325;2;0;0;0;0;10;0;264;0;0;620;0;3;0;0;14;0;2;0;0;0;9;0;0;0;0;2;0;0;0;334;64;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;246;0;0;0;0;16;0;18;0;4;8;0;0;0;0;1;66726;0;0;0;0;0;119;0;0;0;3;0;0;0;0;0;0;0;0;0;941;2;0;0;0;8;186;0;0;0;7;5;0;145;0;0;0;41;0;0;2;5;71;0;0;199;101;0;6;0;0;2;0;0;0;0;0;12;0;8;2;59;0;0;0;0;2;6;0;0;0;0;0;3
NLD;0;2;69;6;5;380;0;36;1801;0;1460;115065;6248;0;98;6;3;32;0;62496;2;11;35;6;67;62;10;5055;4;12;64;43;139;30;132782;8;3;2;3;0;503;7;454;0;2991;14;21;64;118;594;206;1;12;1396;0;11;770;28;119;57;0;0;0;35;24;0;216;33;5778;12;44;5;2;0;99802;212;1;452;2;12;5;159;109;30;4;13;30;8;46;1021;50;7;26;3;19;676;0;128;16565;20;13;69;0;9;1;0;3;0;72;0;2;0;2;21;256;12;25;0;1706;0;108;0;56;138;0;22;0;0;9;0;52;0;453;169;0;88;0;0;2;8;146;8;334;1;1;0;5687;41;20351;75;286;961;0;0;4;1688;126;23;0;94;832;4;433;216;102;253;168;10;8;136;0;30;0;0;5;0;0;24;44;0;596;36;16;77;5;172;6;0;29841;6651;0;4;11;8;10;6090;62;3003;10980;114;0;0;18;65;0;430;2;10;324;111;3352;0;0;2;0;0;16;6412;130939;73;0;17;1151;0;263;12;0;76;48;733;1318
ANT;0;0;0;0;0;6;5;20;8;0;57;0;0;0;4;0;0;15;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;2;31;0;0;0;0;0;0;0;21;0;2;0;0;1;0;0;87;0;0;53;0;8;523;3;0;0;0;0;0;0;0;0;0;82;989;3;0;0;0;0;0;0;0;0;0;5;485;0;2;0;0;119;11;3;0;11;0;1;0;0;0;34;0;0;0;8;0;0;0;3;0;0;0;0;0;0;0;0;0;35;0;0;0;0;12;0;5;0;55;0;0;0;0;0;3;0;7;0;0;0;0;3;0;0;141;0;8;0;37;0;0;7451;0;0;0;2;0;0;0;0;0;19;0;0;0;4;0;0;6;0;0;3;60;0;3;0;0;0;0;0;0;0;0;0;0;0;27;20;0;0;0;0;0;0;334;934;0;148;4;9;2;11;26;248;0;0;0;0;10;0;0;0;0;0;84;0;0;0;4;0;0;0;0;19244;17;6;0;0;1801;0;201;4;0;0;0;1;16
NCL;0;0;0;2;0;4;0;0;0;0;0;940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;44;5;66;0;182;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;6;0;0;0;31;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;3;0;0;13;0;0;0;0;0;0;0;5;0;0;0;0;0;20;0;0;0;0;0;2;0;0;0;0;0;58;0;5;0;0;0;0;0;0;0;18;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;30;0;0;59;0;0;0;0;64;0;0;0;0
NZL;2;0;0;103;0;10;0;0;14;0;3;60518;3;0;46;0;38;0;0;50;0;0;0;7;4;5;0;2;2;1;0;0;25;0;209;0;2;0;0;0;3;44;8;0;629;2;677;1;0;32;0;20;1;0;0;0;10;0;9;2;0;0;0;11;9;3;993;52;752;0;21;4;0;0;58;0;0;4;0;0;1;1151;15;0;0;0;0;0;301;2;1;146;62;0;0;263;0;13;886;1;71;1;0;13;44;5;14;0;0;0;0;0;0;0;1;0;0;0;5;5;3;0;0;63;0;0;0;17;0;0;31;0;22;266;0;1;0;0;0;0;0;113;0;12;14;375;6;202;0;5;2;2;102;0;6;141;1;282;0;16;1455;11;58;22;1;5;3;0;0;0;0;22;0;1;765;0;0;0;0;0;48;10;0;35;0;10;213;0;1361;0;17;0;0;0;0;0;18;158;93;2;0;0;0;191;13;2;3;18;5;0;4;0;0;25;0;0;3;22342;10650;2;0;139;0;0;0;0;4;1;11;169;336
NIC;0;0;0;0;0;0;0;2;31;0;4;31;31;0;11;0;0;2;0;14;45;0;4;0;7;0;0;582;0;16;0;0;2;7;1851;0;36;0;1;0;57;0;290;0;23;0;0;12633;0;6;18;2;0;5;0;0;149;9;0;1170;0;0;0;0;0;0;1;5;53;0;0;0;0;0;22;0;0;2;1;0;0;2;1199;4;0;20;2;3355;0;79;0;6;0;0;0;3;0;0;57;140;1;1;0;12;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;3762;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;2;0;3;8;0;0;0;6;0;0;0;3279;0;0;52;12;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;2;81;0;0;0;0;5;0;0;8;0;0;0;0;37;0;0;4;0;0;19;0;0;0;0;0;0;0;0;7077;19029;23;0;0;788;0;1;0;0;0;0;0;0
NER;1;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;4;0;0;5;0;15376;0;0;0;0;0;0;0;5;3513;0;0;1620;265;172;0;5;2140;0;0;0;0;0;935;14;0;0;26974;0;1;3;0;0;3;0;1;0;22;0;0;0;0;153;0;0;0;0;238;0;0;57;5;0;22;19772;0;11;0;0;3;0;0;98;4;0;0;0;7;34;0;471;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4147;0;0;4;60;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;12738;0;0;0;0;0;29;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;181;0;0;2;4;0;0;0;0;0;0;16468;0;0;0;0;0;0;0;0;8;0;0;41;230;0;0;0;0;0;0;0;0;0;0;0;3
NGA;43;0;2;0;0;9;0;1;11;0;0;243;39;0;15;9;93;1;0;79;0;9051;1;0;0;2;6;14;0;23;1683;54;2;114719;6964;207;0;211;12137;0;0;5;2;2;40863;614;0;0;34099;0;16;65;2;1;191;1;30;0;135;2;116;10;0;6710;5;0;2;7;9329;0;0;2403;219;0;1825;31568;0;168;0;0;39;6;2;118;5;0;0;0;29;274;0;14050;10;2;0;297;0;6;328;3;22;29;0;0;0;0;0;0;107;0;0;0;0;5;1620;4;0;0;8;0;3;155;3;0;2;2187;0;0;59;73;0;21;32;1;0;5;0;0;0;2;0;17;4;0;34;256;3;9;83;7;12188;0;0;0;0;28;12;694;0;11;3;0;3;129;2;8;5;5;0;0;0;34;0;2;0;0;4;771;451;0;17;2;1648;0;0;0;0;15;358;0;0;0;0;0;10171;0;5;79;52;56;0;0;23;0;0;16772;0;0;10;2;3;0;0;0;474;0;23;29796;5885;1;0;0;2;0;0;0;0;0;4;2;1908
NIU;0;0;0;3;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2895;0;0;0;0;0;0;0;0;3;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;18;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;2;0;0
NFK;0;0;0;0;0;0;0;0;0;0;0;444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0
MNP;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;22;0;3;0;0;0;0;0;4;0;3;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;5;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;266;0;0;2;0;0;0;0;0;0;0;0;6
