From row/To column;AFG;ALB;DZA;ASM;AND;AGO;AIA;ATG;ARG;ARM;ABW;AUS;AUT;AZE;BHS;BHR;BGD;BRB;BLR;BEL;BLZ;BEN;BMU;BTN;BOL;BIH;BWA;BRA;BRN;BGR;BFA;BDI;KHM;CMR;CAN;CPV;CYM;CAF;TCD;CHI;CHL;CHN;COL;COM;COD;COG;COK;CRI;CIV;HRV;CUB;CYP;CZE;DNK;DJI;DMA;DOM;ECU;EGY;SLV;GNQ;ERI;EST;ETH;FRO;FLK;FJI;FIN;FRA;GUF;PYF;GAB;GMB;GEO;DEU;GHA;GIB;GRC;GRL;GRD;GLP;GUM;GTM;GIN;GNB;GUY;HTI;HND;HKG;HUN;ISL;IND;IDN;IRN;IRQ;IRL;IMY;ISR;ITA;JAM;JPN;JOR;KAZ;KEN;KIR;PRK;KOR;KSV;KWT;KGZ;LAO;LVA;LBN;LSO;LBR;LBY;LIE;LTU;LUX;MAC;MKD;MDG;MWI;MYS;MDV;MLI;MLT;MHL;MTQ;MRT;MUS;MYT;MEX;FSM;MDA;MCO;MNG;MNE;MSR;MAR;MOZ;MMR;NAM;NRU;NPL;NLD;ANT;NCL;NZL;NIC;NER;NGA;NIU;NFK;MNP;NOR;OMN;PAK;PLW;PAN;PNG;PRY;PER;PHL;POL;PRT;PRI;QAT;REU;ROM;RUS;RWA;SHN;SPM;WSM;SMR;STP;SAU;SEN;SRB;SCG;SYC;SLE;SGP;SVK;SVN;SLB;SOM;ZAF;ESP;LKA;KNA;LCA;VCT;SDN;SUR;SWZ;SWE;CHE;SYR;TWN;TJK;TZA;THA;TLS;TGO;TKL;TON;TTO;TUN;TUR;TKM;TCA;TUV;UGA;UKR;ARE;GBR;USA;URY;UZB;VUT;VEN;VNM;VIR;VGB;WLF;PSE;YEM;ZMB;ZWE
DEU;13;38;591;6;3;467;0;8;36446;0;3;125685;189405;0;310;70;56;7;0;23429;8;13;202;7;2501;2259;8;50643;0;323;114;123;180;234;188574;9;4;2;21;0;8159;137;3104;1;2163;14;1;261;139;22327;185;489;547;31883;3;3;1546;905;936;319;0;9;0;35;61;0;212;985;221523;28;134;9;2;0;0;386;14;683;11;3;69;156;896;223;8;127;7;39;833;25887;838;3946;153;34;367;1962;0;54219;100320;4;123;664;0;69;1;14;240;0;772;0;9;0;354;143;652;96;1170;0;12133;7;3952;0;69;19;0;38;12;0;42;0;118;0;5455;166;0;188;34;0;0;64;123;48;274;1;21;48321;12;40;2945;238;329;571;0;0;4;6718;44;422;0;383;1616;1594;2174;620;4746;2434;267;1891;0;4135;0;182;2;2;28;4;0;260;81;0;21724;30;109;10;217;6519;6;13;29777;40722;0;0;3;2;75;17;76;42798;119736;1216;0;0;1249;379;0;618;2;10;72;290;56413;0;0;2;256;0;168;167846;987519;4025;0;16;6063;2;305;3;0;1207;767;780;1594
GHA;4;0;0;0;0;5;0;0;3;0;0;242;57;0;11;0;9;0;0;113;0;593;0;0;0;0;4;3;0;2;14957;0;1;15;3371;219;0;4;0;0;0;5;0;0;789;2135;0;0;38132;0;8;20;0;0;0;0;9;0;41;0;0;15;0;130;0;0;2;2;3296;0;0;535;4;0;1182;0;0;240;0;0;21;6;0;123;7;0;0;0;16;97;0;1158;0;0;0;8;0;3;479;2;32;0;0;0;0;0;0;0;2;0;0;0;0;3;6910;1;0;0;3;0;1;3;2;0;0;2222;0;0;31;73;0;0;11;1;0;2;0;0;0;0;0;0;3;0;3;905;2;9;58;0;175;21843;0;0;0;14;0;71;0;2;3;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;586;0;6;1;1018;0;0;0;0;22;164;0;0;0;0;0;4;0;3;28;76;0;0;0;0;0;0;24989;0;0;5;7;1;0;0;0;0;0;0;880;2496;0;0;0;0;0;0;0;0;0;2;2;1081
GIB;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;4;691;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;27;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;125;14;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11391;5;0;0;0;0;0;0;0;0;0;0;0;4
GRC;0;48994;1920;7;3;109;0;0;2590;0;0;161937;9005;0;228;17;8;0;0;22814;2;3;40;0;50;513;4;5505;0;1503;8;262;24;32;62034;2;0;10;3;0;314;7;176;0;11294;62;1;4;36;5111;14;4321;139;32;0;0;36;30;41045;1;2;3;0;161;0;0;230;22;3837;3;25;21;8;0;307898;24;0;0;2;0;5;169;73;9;0;13;0;8;55;14962;1;222;7;8;264;18;0;549;14590;0;3;282;0;10;1;0;3;0;187;0;0;0;6;3;3;119;83;0;85;0;898;226;75;5;0;3;64;0;3;0;23;0;509;180;0;104;0;0;0;207;108;2;152;1;3;874;0;44;1604;7;86;290;0;0;4;212;11;63;0;422;31;3;157;18;1205;31;3;34;0;9965;0;128;0;0;5;0;0;63;5;0;4934;16;2;3;55;1482;7;5;6656;78;0;0;0;0;11;0;18;12312;9330;294;0;0;19;17;0;130;2;11;5;80;190123;0;0;2;0;0;41;4011;209976;77;0;18;1622;0;4;0;0;1036;662;545;1648
GRL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;3362;0;0;0;0;0;0;0;0;0;0;0;0;0;9;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;158;0;0;0;0;0;0;0;42;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0
GRD;0;0;0;0;0;0;67;64;5;0;198;21;2;0;54;0;0;718;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;264;0;0;0;0;0;0;0;5;0;7;0;0;0;1;0;602;0;0;0;0;133;19;1;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;1;0;0;0;0;0;166;0;0;0;0;150;72;0;0;3;0;0;0;0;0;0;0;0;11;286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;0;15;0;0;0;0;0;0;0;510;0;0;0;4;13;0;0;0;0;0;0;0;0;0;0;3;1;0;0;407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;31;172;209;0;0;0;0;0;0;0;0;0;0;0;6;0;0;13011;0;0;0;30;0;0;0;0;19;129;4;0;0;2;0;1392;93;0;0;5;0;0
GLP;0;0;0;0;0;2;4;25;12;0;20;0;0;0;4;0;0;16;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;19;13;0;0;0;6;0;0;0;10;0;0;0;0;0;0;0;60;5;0;45;0;30;267;4;0;0;0;0;0;0;0;0;1;124;3470;978;32;0;0;0;0;0;0;0;0;5;0;3;1;0;0;8;12;3;0;0;0;1;0;0;0;29;0;2;0;6;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;6;0;14;0;0;0;0;0;8;0;0;16;0;0;0;5;0;0;0;0;0;0;0;0;0;0;50;1636;1;1;0;0;0;0;0;0;0;0;0;7;0;0;8;0;0;2;71;0;290;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;1;2;788;0;2;8;6;16;0;8;210;0;0;0;0;103;0;0;0;0;0;88;0;0;0;3;0;0;0;0;16250;7;10;0;0;0;0;138;3;0;0;1;0;0
GUM;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;278;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;4;0;0;35;20;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;29;1;0;0;0;0;0;0;0;37;0;0;0;0;0;0;5;0;0;0;0;0;404;0;0;18;0;0;2;0;0;10;0;0;23;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;23465;0;0;2;0;0;0;0;0;0;9;0;0
GTM;0;0;0;0;0;0;0;0;12;0;0;12;39;0;14;0;0;0;0;17;2590;0;7;0;4;0;0;142;0;0;0;0;3;8;3400;0;0;0;1;0;63;0;194;0;0;0;0;412;0;1;3;0;0;7;0;0;139;4;0;4690;0;0;0;0;0;0;0;7;79;0;0;0;0;0;28;0;0;2;2;0;0;0;0;0;0;8;0;1816;0;3;0;7;6;0;0;4;0;0;72;20;2;0;0;13;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7134;0;0;0;0;0;0;0;0;11;0;0;0;0;2;0;0;722;0;0;0;0;0;10;0;0;0;291;0;0;33;30;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;120;0;0;0;0;6;1;0;12;0;0;0;0;41;0;0;0;0;0;3;0;0;0;0;0;0;0;0;10664;20482;9;0;0;255;0;0;0;0;0;0;0;0
GIN;4;0;0;0;0;361;0;0;0;0;0;4;15;0;0;0;11;0;0;28;0;957;0;0;0;0;0;1;0;3;974;10;1;1085;199;355;0;33;3;0;0;2;1;0;6458;97;0;0;79972;0;0;6;0;0;5;0;0;0;29;0;1;1;0;1060;0;0;0;1;1823;0;0;480;34;0;119;1522;0;59;0;0;0;0;0;0;5372;0;0;0;19;33;0;1316;0;0;0;4;0;0;130;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22032;1;0;0;2;0;0;15;0;0;0;22252;0;0;0;1113;0;0;5;0;0;3;0;0;0;0;0;0;0;0;4;0;0;0;0;6;352;792;0;0;0;10;0;80;0;1;0;0;0;0;0;2;0;0;0;0;0;5;0;0;0;0;0;0;38258;0;3;70;57826;0;0;0;0;2;7;0;0;0;0;0;262;0;0;15;21;0;0;0;0;0;0;1027;0;0;0;0;0;0;0;0;12;0;0;318;138;0;0;0;0;0;0;0;0;0;0;0;38
GNB;0;0;0;0;0;0;0;0;0;0;0;1;18;0;0;0;0;0;0;33;0;9;0;0;0;0;0;0;0;0;26;1;0;972;24;4;0;26;3;0;0;0;0;0;5019;75;0;0;140;0;0;1;0;0;4;0;0;0;3;0;1;91;0;824;0;0;0;0;547;0;0;309;15560;0;143;41;0;70;0;0;0;0;0;819;0;0;0;0;1;9;0;73;0;0;0;1;0;1;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;124;0;0;0;1;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;3;478;0;0;0;0;0;4;0;0;0;0;0;0;0;1166;0;0;0;0;0;4;0;0;0;0;42;0;21700;0;0;0;19;0;0;0;0;133;0;0;0;0;0;0;235;0;0;5;25;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;11;0;0;96;18;0;0;0;0;0;0;0;0;0;0;0;4
GUY;0;0;0;0;0;0;44;60;45;0;105;101;0;0;266;0;0;1122;0;0;0;4;38;0;8;0;0;367;0;0;0;1;2;6;3129;6;10;0;1;0;10;0;7;0;9;0;0;0;12;0;354;0;0;27;0;90;1160;13;3;0;0;0;0;0;0;0;0;29;318;78;0;0;0;0;6;3;1;0;1;211;109;2;10;4;0;0;49;1;0;31;0;5;0;0;0;18;0;8;15;693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;0;0;0;2;0;0;0;0;0;0;2;0;0;3;0;0;0;39;0;0;0;0;0;19;0;0;0;0;0;0;241;290;0;2;0;49;157;0;0;0;11;0;0;0;0;1;0;52;0;0;1;278;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;2;0;0;0;0;0;16;484;0;94;339;119;0;1182;0;48;3;0;0;0;4;0;0;74;0;0;4239;0;1;0;11;0;0;0;0;709;2997;34;0;0;789;0;10;103;0;0;0;0;0
HTI;0;0;0;0;0;0;91;9;17;0;233;0;377;0;6132;0;0;244;0;233;1;0;108;0;3;0;0;89;0;0;0;0;3;8;3283;0;0;0;1;0;49;0;35;0;54;0;0;25;0;2;22832;0;0;8;0;79;127170;5;0;2;0;0;0;0;0;0;0;12;142;483;0;0;0;0;279;1;0;19;2;73;628;0;16;0;0;11;0;4;0;11;0;8;0;0;0;5;0;0;2234;125;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;119;0;0;0;64;0;0;5;0;0;1;0;0;0;0;0;0;0;644;0;0;16;0;2;0;0;0;3;0;0;0;93;0;0;6;10;0;0;955;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;15;134;0;32;65;152;6;163;0;36;4;0;0;0;44;0;0;1;0;0;1360;0;0;0;95;0;0;0;0;2757;34977;13;0;0;342;0;3302;65;0;0;37;0;0
HND;0;0;0;0;0;0;0;5;11;0;9;8;52;0;14;0;0;5;0;23;1355;0;4;0;5;0;0;83;0;0;0;0;2;5;1793;0;97;0;0;0;116;0;66;0;0;0;0;550;0;0;37;0;0;6;0;2;203;3;0;19591;0;0;0;0;0;0;0;6;72;0;0;0;0;0;38;0;0;3;1;2;2;0;6806;0;0;7;4;0;0;12;0;4;1;0;0;4;0;0;97;349;3;2;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;991;0;0;0;0;0;0;0;0;2;0;0;0;0;27;0;0;7598;0;0;0;0;0;10;0;0;0;581;0;0;16;15;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;9;109;0;0;2;0;4;2;0;11;0;0;0;0;24;0;0;0;0;0;47;0;0;0;0;0;0;0;0;9350;22561;8;0;0;216;0;3;0;0;0;0;0;0
HKG;8;0;0;2;0;3;0;0;36;0;5;4850;2;0;105;0;85;0;0;0;3;0;7;0;0;2;0;2;547;0;0;0;526;0;32055;0;1;0;0;0;0;0;14;0;54;0;0;0;2;0;50;0;0;99;0;0;47;0;96;2;0;0;0;0;0;0;82;17;1435;0;8;0;0;0;3;26;232;0;2;0;3;139;23;0;0;0;0;16;0;32;0;2391;5;0;0;59;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;5;9;0;0;10;3398;4;5;0;310;0;0;0;0;5;0;58;0;121;2;0;2;0;0;0;0;0;4;2;25;83;1245;10;16;787;17;1;3;0;0;1;75;0;212;0;2;148;0;6;3;0;25;3;0;0;0;0;2;0;0;2;0;0;0;0;0;22;0;4;173;0;0;1;0;60;0;0;0;0;0;0;0;2;323;1;0;0;0;0;2;0;2;0;3;6;0;0;0;0;0;0;0;0;30576;3752;2;0;38;10;1;6;0;0;0;5;3;35
HUN;0;435;10;2;1;23;0;0;2828;0;0;34488;10706;0;37;0;6;0;0;3738;0;3;34;0;93;249;0;9809;0;77;3;0;17;0;66212;6;0;0;0;0;913;5;287;0;65;0;0;18;28;2461;3;15;144;1186;0;0;16;42;70;0;0;0;0;0;0;0;53;72;8051;4;6;0;0;0;80920;41;2;87;2;0;0;39;20;12;0;19;0;2;39;0;31;158;3;0;49;135;0;30701;1648;0;3;3;0;0;0;0;2;0;4;0;0;0;194;0;0;49;0;0;40;0;435;0;3;4;0;1;170;0;0;0;0;0;434;42;0;36;0;0;0;1;2;1;6;0;2;967;0;10;1381;14;16;25;0;0;0;1279;0;45;0;27;125;4;242;9;4417;26;0;1035;0;21181;0;0;1;0;1;0;0;1;8;0;2391;0;6;2;57;710;0;0;1929;164;0;0;0;0;0;0;4;11047;11707;6;0;0;0;8;0;24;0;3;1;1;834;0;0;0;0;0;0;8637;216934;1642;0;4;2118;0;0;0;0;190;117;7;94
ISL;0;0;0;0;0;3;0;0;6;0;0;0;72;0;2;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1446;0;0;0;0;0;12;0;0;0;22;0;0;2;1;0;0;0;0;1568;0;0;5;0;4;0;0;0;0;0;575;0;0;12;624;0;0;0;0;0;777;1;0;19;0;0;0;0;1;0;0;0;0;0;1;18;0;6;2;0;0;3;0;0;358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;3;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;20;0;0;1;0;0;0;885;0;2;0;0;0;0;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;3009;13;0;0;0;0;0;0;0;1760;59;0;0;0;15;4;0;1;0;0;0;0;0;0;0;0;0;0;0;576;3441;0;0;0;0;0;0;0;0;0;0;0;0
IND;26242;2;4;4;28;288;0;13;306;0;25;18165;764;0;74;6668;704574;209;0;623;97;40;11;12370;4;13;9;357;1071;111;2;142;433;335;45737;7;1;7;1045;0;69;826;48;6;67967;213;0;9;209;0;927;27;6;569;62;4;282;6;519;5;17;429;0;1168;5;0;7861;93;8074;0;5;112;58;0;7573;1941;5;92;6;4;30;248;5;87;4;303;11;28;6439;532;1;0;48166;218;865;1623;0;18458;1206;602;768;61;0;14401;0;86;12;0;21896;0;33;0;317;46;518;57;0;0;56;94;22;10371;3982;150723;945;55;0;5;8;0;908;7;357;3;0;21;19;0;0;5;539;100011;142;45;322152;1009;143;76;5629;8;500;1112;0;0;2;354;31427;4858023;1;531;377;0;44;3647;6;1558;60;1696;83;1;0;607;4;0;3;0;5;70109;129;0;121;343;317;50875;3;0;2;629;21765;0;1080645;1;4;3;1762;296;262;890;671;7714;0;0;21055;939;69;752;1;6;460;35;579;0;0;0;21435;0;21584;336567;69997;15;0;69;17;490;128;4;0;181;6190;7081;3117
IDN;0;0;6;1;0;9;0;0;27;0;4;7610;382;0;0;14;7;0;0;493;0;0;1;0;0;4;0;1;1604;3;0;7;482;4;1418;0;0;0;6;0;23;253;12;0;27;0;0;0;11;0;33;3;0;167;0;0;14;0;635;0;0;3;0;0;0;0;59;28;2403;0;3;0;0;0;2891;46;2;48;0;0;2;100;1;4;0;0;0;0;51;28;0;38;0;44;2;98;0;0;602;5;2564;13;0;540;0;27;0;0;301;0;52;0;11;0;8;83;0;0;17;34;6;0;3;56436;0;0;0;7;4;0;0;0;28;1;0;4;8;0;0;7;0;7338;0;19;1;73984;19;713;1446;3;9;18;0;0;0;106;26;153;0;0;861;0;4;5784;0;41;2;59;2;0;0;0;0;0;1;0;0;19941;2;0;36;0;7;26946;0;0;21;5;658;0;0;0;0;0;36;5357;8;543;335;1540;0;0;39;3015;7464;13;0;2;4;3;1;0;0;0;10;0;173;646;1420;2;0;28;2;134;4;0;0;0;15;11;121
IRN;2;2;2;0;0;1;0;0;89;0;0;180;7275;0;6;5105;20;0;0;920;0;0;6;0;1;2;0;4;0;101;0;2;21;2;9990;0;0;0;6;0;9;48;23;0;42;0;0;0;3;0;6;25;6;101;0;0;21;2;296;2;0;1;0;0;5;0;19;17;1438;0;0;0;0;0;13586;0;0;170;2;0;0;32;3;1;0;0;0;2;344;405;0;109;30;0;21455;60;0;53211;4504;0;84;40;0;165;0;5;1;0;46502;0;0;0;612;0;0;22;0;0;10;5;4;1;0;36;0;0;0;0;0;0;0;0;115;0;0;9;0;0;0;2;0;22;0;6;3;788;3;4;71;17;8;16;0;0;0;63;15;443;0;45;1;0;14;277;6;31;0;3271;0;0;0;0;0;0;0;14;0;195;0;0;22;0;0;20;2;0;0;2;25;0;2;0;0;0;8;0;1;403;1256;911;0;0;53;9;0;12;0;0;0;19;6286;5068;0;0;3;0;2210;577;5761;5;15457;9;8;0;0;0;0;626;21399;1;15
IRQ;0;2;119;0;0;0;0;0;13;0;0;185;469;0;7;83;4;0;0;291;0;1;2;0;0;1;0;0;0;150;0;8;11;6;3544;0;0;0;19;0;0;22;3;0;789;2;0;5;5;0;1;26;6;51;1;0;2;0;16668;0;0;4;0;14;0;0;19;8;729;0;0;1;0;0;2215;0;0;78;0;0;0;33;0;2;0;0;0;0;184;343;0;19;2;8361;0;30;0;114371;714;0;3;2153;0;579;0;2;0;0;46741;0;0;0;980;0;0;1017;0;0;5;3;2;31;0;20;0;0;0;0;0;0;0;0;32;0;0;1;0;0;0;146;0;0;0;6;0;187;0;5;106;3;14;28;0;0;0;25;267;78;0;0;1;0;2;0;6;13;0;5234;0;0;0;8;0;0;0;0;0;2830;0;0;11;0;0;11;2;0;0;5;6;0;0;0;0;0;264;0;0;166;402;2706;0;0;42;0;0;21;0;0;0;23;9631;0;0;0;11;0;1259;390;1420;0;0;9;2;0;0;0;0;9931;29957;0;3
IRL;9;0;5;1;1;100;0;0;109;0;0;10048;153;0;90;0;196;0;0;337;0;7;40;0;3;44;2;393;0;4;3;0;25;0;23218;5;7;0;0;0;90;11;11;0;48;0;0;2;77;2;11;0;14;312;0;0;22;2;41;1;0;0;0;0;5;3;52;217;37980;0;6;0;0;0;1442;9;10;36;2;0;4;38;8;20;0;0;0;0;81;181;17;723;7;0;0;0;0;2;791;0;12;9;0;0;2;1;4;0;2;0;0;0;0;0;1;0;0;0;189;0;76;0;15;4;0;1;0;0;3;0;145;0;520;41;0;8;0;0;0;0;18;2;71;0;69;2180;0;10;5923;10;187;765;0;0;0;143;0;1469;0;29;99;0;33;17;119;26;2;0;0;9344;0;0;2;0;1;0;0;0;2;0;428;5;0;2;5;0;1;0;6168;770;1;0;0;0;0;0;16;452;468;3;0;0;0;16;0;282;0;2;4;0;4;0;0;3;0;0;0;717774;297642;4;0;4;0;0;3;0;0;1;0;29;633
IMY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ISR;4;3;3;0;0;26;0;0;1103;0;3;4452;2167;0;7;0;39;0;0;145;2;4;3;0;17;0;0;2512;0;72;0;6;8;5;2313;0;0;0;14;0;379;5;199;0;346;0;0;22;19;0;36;306;6;20;0;0;60;18;168;82;0;3;0;5;9;0;14;3;292;2;0;2;0;0;4013;177;0;28;0;0;1;23;56;8;0;8;0;10;0;1923;0;1086;16;0;907;12;0;0;953;0;12;0;0;434;0;0;36;0;4;0;0;0;0;6;83;39;0;0;2;0;0;11;8;14;0;7;0;0;3;0;21;0;60;0;0;2;0;0;0;4;7;12;18;4;38;425;15;4;100;10;49;99;0;0;0;96;0;96;0;208;14;0;379;167;6;5;2;0;8;0;0;5;0;0;0;0;0;5;14;0;4;6;87;8;2;0;0;4;1565;0;0;0;0;0;198;0;24;66;198;21;0;0;31;5;0;73;0;0;5;2;989;0;0;0;8;0;2;358;46174;47;0;6;1039;0;9;0;0;199203;7057;115;121
ITA;0;44;4664;13;26;222;0;7;687552;0;2;309003;33318;0;613;3;2;6;0;254545;10;9;186;4;906;281;8;149710;0;114;77;357;73;301;314957;182;2;7;26;0;7661;15;2679;2;8990;45;3;309;99;2587;360;7;73;873;12;2;2757;851;14324;378;3;57;0;116;0;0;463;317;840941;33;58;15;6;0;540065;258;13;2740;10;2;106;340;474;93;5;988;5;45;57;2373;17;4;55;1;5;971;0;30;0;4;38;138;0;9010;3;2;39;0;28;0;3;0;0;5;251;272;952;0;15265;0;491;3;198;8;0;27;190;0;43;0;66;1;2776;363;0;3603;0;0;0;4398;124;17;269;2;0;2637;10;88;1776;120;240;616;0;0;8;684;2;15;0;864;255;780;5200;179;631;175;184;3;39;1059;0;71;0;3;10;7832;0;10;54;0;2699;29;19;4;29;771;13;83;14458;5739;0;0;2;1;127;111;36;7412;590957;45;0;0;762;136;0;361;4;22;59;7836;2202;0;0;3;750;0;6;115935;1193985;25676;0;36;85043;0;48;2;0;18;11;1533;1593
JAM;0;0;0;0;0;0;54;820;3;0;160;126;19;0;3510;0;0;637;0;8;382;1;285;0;0;8;0;57;0;0;0;0;5;0;5345;2;678;0;0;0;0;0;12;0;30;0;0;517;4;1;6327;0;0;197;0;103;1005;0;0;5;0;0;0;0;0;0;1;207;2898;0;0;0;0;0;14;1;16;0;4;214;15;3;99;1;0;147;57;90;0;11;0;15;0;0;0;127;0;1;110;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;36;0;16;0;1;0;0;0;0;0;2;0;0;0;104;0;0;10;0;0;10;0;0;0;0;0;0;2;411;0;3;25;16;51;0;0;0;9;0;2;0;4926;2;0;2;5;0;10;323;0;0;0;0;1;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;54;3496;0;30;136;62;0;0;0;931;0;0;0;0;0;0;0;24;0;0;3492;0;0;0;32;0;0;0;0;148203;83570;3;0;0;139;0;1104;36;0;0;0;0;0
JPN;0;1;6;11;0;8;0;3;7500;0;28;3602;559;0;8;0;3;3;0;514;2;0;12;35;1360;1;0;150773;11;19;0;2;570;2;6795;0;0;0;5;0;310;81;501;0;374;1;0;64;4;0;209;6;1;46;0;1;3396;488;777;245;0;1;0;6;9;2;40;8;659;53;2;0;0;0;4570;17;0;67;4;1;14;1365;88;2;0;216;3;10;60;1258;0;17;1651;0;35;73;0;3;1746;2;0;3;0;140;0;9;643;0;476;0;9;0;3;3;7;91;0;0;5;42;2;9;3;397;0;0;0;0;26;0;39;0;1867;18;0;4;85;0;0;8;3;1252;8;12;0;575;143;42;896;34;9;17;0;0;152;328;0;69;17;135;195;3422;6046;51678;2;36;16;14;2;0;0;2;0;0;32;0;0;3;1;0;10;3;6;222;0;0;25;2;337;0;139;0;1;0;6;35;8;151;491;15;0;0;10;515;0;13;0;1;30;4;304;0;0;0;26;0;2;310;160338;1248;0;19;43;77;22;1;0;8;274;143;124
